0.14,0.00,-158.38,-5.69,4.08
-0.12,0.00,-157.23,-7.03,4.51
0.00,0.00,-156.13,-7.02,4.31
0.00,0.00,-154.76,-6.89,3.92
-0.09,0.00,-153.33,-6.86,2.64
0.00,0.00,-151.80,-6.33,2.48
-0.13,0.00,-150.16,-5.87,2.92
-0.12,0.00,-148.16,-4.61,1.26
0.17,0.00,-146.30,-3.53,-1.24
0.00,0.00,-144.51,-4.34,0.05
0.12,0.00,-142.57,-4.20,0.26
-0.08,0.00,-140.73,-5.18,4.50
0.66,0.00,-138.73,-4.48,2.77
0.43,0.00,-136.59,-5.27,2.54
0.47,0.00,-134.32,-7.14,1.73
0.29,0.00,-132.15,-10.21,0.88
0.31,0.00,-130.06,-10.75,1.15
0.08,0.00,-127.44,-15.96,-1.26
0.00,0.00,-125.50,-15.77,-1.53
0.28,0.00,-124.30,-19.29,2.51
-0.27,0.00,-121.72,-22.07,1.59
-0.17,0.00,-119.87,-22.71,2.93
-0.35,0.00,-117.71,-21.38,2.15
0.00,0.00,-115.49,-20.67,2.01
-1.01,0.00,-113.26,-21.47,0.97
-1.16,0.00,-112.68,-17.53,6.22
-0.42,0.00,-110.37,-17.52,6.14
-0.52,0.00,-108.41,-16.48,6.14
-0.44,0.00,-106.25,-14.36,5.96
-0.19,0.00,-104.21,-11.24,7.03
0.00,0.00,-101.46,-10.26,6.10
0.10,0.00,-99.20,-10.63,5.68
0.31,0.00,-95.94,-10.12,-1.20
0.09,0.00,-92.22,-13.14,-7.28
-0.33,0.00,-90.74,-11.26,-4.79
0.30,0.00,-88.99,-11.06,-4.56
0.44,0.00,-90.91,-12.19,-4.71
-0.40,0.00,-91.83,-15.12,-8.88
0.29,1.01,-93.20,-15.48,-10.07
0.36,0.00,-95.18,-16.42,-8.97
0.13,0.00,-98.69,-18.50,-3.95
0.14,0.00,-100.53,-17.79,-4.76
-0.65,0.00,-101.88,-20.53,-6.82
-0.32,0.00,-103.45,-20.02,-6.93
-1.05,0.00,-104.88,-18.18,-8.44
-2.02,0.00,-106.81,-16.43,-7.35
-0.83,0.00,-108.24,-16.75,-7.54
-0.46,0.00,-110.71,-12.66,-4.19
-0.35,0.00,-111.65,-10.91,-4.63
-0.27,0.00,-112.85,-10.70,-4.42
-0.60,0.00,-113.61,-9.92,-5.17
0.07,0.00,-114.31,-9.29,-5.32
0.18,0.00,-114.56,-9.48,-4.11
-0.25,0.00,-115.26,-11.50,0.21
-0.15,0.00,-115.18,-11.89,0.27
0.00,0.00,-114.85,-11.60,-1.06
1.50,0.00,-114.19,-12.36,-2.41
