-104.44,1.55,0.84
-104.48,1.58,0.76
-104.41,1.66,0.73
-104.44,1.66,0.78
-104.45,1.68,0.77
-104.38,1.70,0.77
-104.39,1.71,0.84
-104.29,1.70,0.94
-104.31,1.65,0.95
-104.33,1.65,0.89
-104.35,1.65,0.83
-104.40,1.62,0.88
-104.45,1.56,0.84
-104.46,1.57,0.85
-104.48,1.58,0.86
-104.50,1.61,0.92
-104.57,1.59,0.89
-104.58,1.56,0.93
-104.56,1.58,0.95
-104.56,1.56,0.91
-104.54,1.56,0.96
-104.57,1.54,1.00
-104.55,1.57,0.96
-104.56,1.58,0.93
-104.55,1.55,1.00
-104.55,1.58,1.04
-104.54,1.61,1.00
-104.52,1.58,0.98
-104.53,1.55,0.96
-104.52,1.56,0.92
-104.53,1.57,0.96
-104.52,1.54,1.03
-104.52,1.58,1.06
-104.30,1.64,1.00
-104.30,1.61,1.01
-104.14,1.59,1.01
-104.15,1.62,0.97
-104.05,1.61,1.01
-104.09,1.61,1.06
-104.14,1.58,0.98
-104.02,1.58,0.88
-104.04,1.61,0.79
-104.09,1.62,0.80
-104.17,1.63,0.90
-104.20,1.69,0.91
-104.22,1.68,0.81
-104.23,1.66,0.73
-104.27,1.64,0.67
-104.22,1.65,0.71
-104.23,1.67,0.61
-104.22,1.68,0.43
-104.24,1.72,0.34
-104.26,1.85,0.31
-104.26,1.92,0.11
-104.28,2.00,-0.11
-104.21,2.12,-0.42
-104.18,2.12,-0.76
-104.13,2.14,-1.13
-104.10,2.15,-1.47
-104.06,2.22,-1.72
-103.99,2.26,-2.08
-103.92,2.36,-2.46
-103.81,2.47,-2.95
-103.76,2.56,-3.31
-103.61,2.52,-3.62
-103.61,2.51,-4.09
-103.43,2.54,-4.45
-103.33,2.70,-4.55
-103.11,2.83,-4.86
-103.05,2.93,-5.19
-102.94,3.03,-5.35
-102.82,3.14,-5.68
-102.68,3.28,-6.30
-102.49,3.34,-6.89
-102.35,3.33,-7.24
-102.20,3.43,-7.66
-101.99,3.50,-7.99
-101.89,3.66,-8.57
-101.82,3.89,-9.19
-101.78,4.16,-9.70
-101.51,4.23,-10.10
-101.38,4.17,-10.41
-101.25,4.11,-11.00
-101.12,4.15,-11.70
-101.07,4.13,-12.62
-100.93,4.00,-13.29
-100.72,4.00,-13.86
-100.48,4.10,-14.22
-100.21,3.91,-14.82
-100.06,3.61,-15.35
-99.84,3.38,-15.93
-99.59,3.29,-16.18
-99.29,3.20,-16.47
-99.08,2.98,-16.84
-98.71,2.80,-17.67
-98.50,2.71,-18.46
-98.13,2.62,-19.06
-97.87,2.43,-20.01
-97.46,2.20,-21.13
-97.19,2.19,-22.98
-96.79,2.32,-25.07
-96.47,2.42,-26.90
-96.05,2.37,-28.05
-95.71,2.00,-29.15
-95.28,1.91,-29.50
-94.93,1.82,-29.95
-94.69,1.73,-30.80
-94.53,1.70,-31.71
-94.34,1.68,-32.78
-94.08,1.57,-33.46
-93.81,1.43,-34.18
-93.64,1.26,-34.90
-93.57,1.22,-36.02
-93.33,1.21,-36.99
-93.12,1.16,-37.76
-92.86,1.02,-38.44
-92.50,0.83,-39.14
-92.02,0.56,-39.89
-91.50,0.41,-40.67
-91.03,0.36,-41.33
-90.62,0.11,-41.99
-90.18,-0.14,-42.70
-89.63,-0.25,-43.43
-89.03,-0.33,-44.02
-88.40,-0.55,-44.69
-87.78,-0.83,-45.55
-87.16,-1.01,-46.31
-86.42,-1.09,-47.33
-85.48,-1.27,-48.34
-84.47,-1.50,-49.49
-83.34,-1.66,-50.69
-82.35,-1.75,-52.03
-81.23,-1.82,-53.29
-80.35,-1.95,-54.25
-79.43,-2.14,-55.26
-78.62,-2.06,-56.38
-77.56,-2.03,-57.46
-76.90,-1.86,-58.42
-76.16,-1.77,-59.34
-75.58,-1.78,-60.12
-74.90,-1.88,-60.84
-74.23,-1.76,-61.48
-73.81,-1.70,-61.95
-73.47,-1.68,-62.34
-72.97,-1.76,-62.77
-72.38,-1.95,-63.12
-71.70,-2.10,-63.60
-71.05,-2.16,-64.14
-70.42,-2.36,-64.77
-69.63,-2.42,-65.40
-68.88,-2.37,-66.03
-68.08,-2.45,-66.72
-67.40,-2.60,-67.37
-66.77,-2.51,-68.14
-66.20,-2.50,-68.80
-65.59,-2.53,-69.55
-65.00,-2.54,-70.41
-64.37,-2.53,-71.38
-63.72,-2.52,-72.36
-63.06,-2.40,-73.42
-62.40,-2.40,-74.47
-61.73,-2.54,-75.44
-61.03,-2.69,-76.25
-60.37,-2.94,-76.99
-59.79,-3.14,-77.70
-59.25,-3.21,-78.45
-58.73,-3.22,-79.10
-58.06,-3.38,-79.69
-57.48,-3.69,-80.26
-57.04,-3.89,-80.82
-56.65,-3.89,-81.30
-56.18,-3.86,-81.82
-55.75,-3.85,-82.38
-55.27,-3.81,-82.89
-54.79,-3.79,-83.48
-54.33,-3.92,-84.03
-53.70,-3.99,-84.64
-53.16,-4.16,-85.27
-52.57,-4.27,-86.07
-52.01,-4.22,-87.00
-51.39,-4.19,-87.96
-50.70,-4.23,-88.95
-49.86,-4.17,-90.25
-48.81,-4.21,-92.05
-47.84,-4.18,-93.67
-47.17,-4.20,-94.92
-46.55,-4.17,-96.11
-45.78,-4.35,-97.08
-45.20,-4.35,-97.73
-45.04,-4.14,-98.02
-45.16,-3.98,-98.16
-45.48,-3.80,-98.27
-45.83,-3.85,-98.27
-45.98,-4.08,-98.65
-46.03,-3.91,-99.27
-45.79,-3.82,-100.37
-45.53,-3.78,-101.28
-45.14,-4.01,-101.82
-44.74,-4.08,-102.70
-44.47,-3.96,-103.35
-44.05,-3.67,-104.29
-43.05,-3.50,-105.95
-42.28,-3.57,-106.98
-41.44,-3.71,-108.27
-40.60,-3.83,-109.54
-39.84,-3.95,-110.85
-39.52,-3.78,-111.51
-39.41,-3.70,-111.88
-39.20,-3.68,-112.44
-39.15,-3.98,-112.97
-38.77,-4.01,-114.31
-38.24,-3.95,-115.85
-37.61,-3.98,-117.42
-36.79,-3.85,-119.24
-36.11,-4.01,-120.56
-35.37,-3.97,-122.09
-34.74,-3.79,-123.61
-34.18,-3.54,-125.09
-33.77,-3.24,-125.98
-33.52,-2.98,-126.74
-33.42,-2.91,-127.31
-33.41,-2.96,-127.74
-33.44,-2.78,-128.64
-33.46,-2.62,-129.49
-33.44,-2.67,-129.91
-33.42,-2.69,-130.23
-33.30,-2.81,-130.81
-32.88,-2.93,-132.31
-32.24,-3.04,-134.09
-31.69,-3.13,-135.37
-31.11,-3.08,-136.66
-30.71,-2.95,-137.43
-30.11,-3.15,-138.29
-29.39,-3.31,-139.51
-28.77,-3.49,-140.64
-28.36,-3.44,-141.56
-28.03,-3.36,-142.38
-27.65,-3.43,-143.26
-27.32,-3.47,-144.16
-27.01,-3.46,-145.20
-26.76,-3.23,-146.48
-26.56,-2.89,-147.95
-26.36,-2.82,-149.30
-26.29,-2.97,-150.01
-26.30,-3.02,-150.43
-26.43,-3.03,-151.08
-26.50,-2.77,-151.84
-26.57,-2.97,-152.37
-26.54,-3.27,-152.92
-26.47,-3.12,-153.52
-26.39,-2.77,-153.91
-26.19,-2.74,-154.38
-25.88,-3.07,-154.98
-25.58,-3.08,-155.51
-25.32,-2.91,-155.83
-25.14,-2.48,-156.34
-24.87,-2.29,-157.57
-24.61,-1.93,-158.27
-24.30,-1.38,-158.67
-23.99,-0.85,-159.18
-23.65,-0.95,-159.46
-23.41,-1.13,-159.91
-23.28,-1.00,-160.41
-23.21,-0.95,-160.62
-23.39,-0.88,-160.82
-23.60,-0.43,-161.35
-23.65,-0.01,-161.95
-23.66,0.12,-162.83
-23.61,0.23,-163.92
-23.57,0.29,-164.33
-23.51,0.48,-164.36
-23.48,1.09,-165.07
-23.39,1.78,-166.29
-23.13,2.34,-167.39
-22.72,2.71,-168.68
-22.39,2.59,-169.25
-22.14,2.51,-169.87
-21.99,2.76,-170.94
-21.72,2.93,-172.30
-21.43,2.94,-173.53
-21.26,3.25,-175.24
-21.06,3.22,-175.59
-21.01,3.39,-176.04
-21.06,3.81,-176.77
-21.10,4.08,-177.52
-20.94,3.74,-177.86
-20.68,3.39,-178.35
-20.46,3.11,-178.80
-20.26,2.89,-179.44
-20.13,2.97,-179.93
-20.01,2.87,179.68
-19.94,2.87,179.49
-19.95,2.95,179.28
-19.96,2.98,178.75
-19.86,2.77,178.14
-19.78,2.66,177.72
-19.70,2.72,177.54
-19.71,2.80,177.33
-19.74,2.77,176.96
-19.83,2.84,176.54
-19.89,2.98,176.06
-19.88,2.80,175.27
-19.84,2.50,174.58
-19.81,2.26,173.89
-19.80,2.23,173.02
-19.76,2.31,172.27
-19.75,2.36,171.64
-19.67,2.14,170.81
-19.54,1.79,170.07
-19.40,1.73,169.50
-19.33,1.91,168.72
-19.27,1.89,168.00
-19.29,1.92,167.33
-19.33,1.72,166.83
-19.44,1.48,166.34
-19.43,1.35,165.54
-19.39,1.16,164.68
-19.34,0.91,163.97
-19.41,0.64,163.46
-19.40,0.48,162.61
-19.34,0.47,162.06
-19.23,0.29,161.49
-19.28,0.03,161.05
-19.41,0.01,160.72
-19.55,0.17,159.99
-19.54,0.33,158.70
-19.32,0.27,157.61
-18.94,0.29,157.22
-18.47,0.35,156.85
-18.09,0.40,155.93
-17.72,0.23,154.84
-17.28,0.09,153.87
-16.72,0.22,152.98
-16.26,0.26,152.20
-15.90,0.51,151.66
-15.58,0.65,150.61
-15.19,0.74,149.42
-14.67,0.57,148.43
-14.19,0.66,147.47
-13.79,0.82,147.03
-13.50,0.72,146.54
-13.22,0.76,145.98
-12.83,0.64,145.36
-12.66,0.52,144.47
-12.47,0.56,143.77
-12.28,0.40,143.53
-12.14,0.33,143.02
-11.90,0.37,142.52
-11.66,0.35,142.01
-11.47,0.58,141.65
-11.20,0.50,141.43
-10.94,0.33,140.80
-10.66,0.25,140.16
-10.46,0.24,139.35
-10.27,0.38,138.69
-10.04,0.46,138.48
-9.86,0.43,138.09
-9.53,0.50,137.19
-9.04,0.30,136.25
-8.51,-0.12,135.39
-8.11,-0.44,134.92
-7.77,-0.70,134.52
-7.48,-0.92,134.04
-7.04,-0.96,133.13
-6.60,-1.33,132.11
-6.01,-1.65,130.92
-5.45,-1.79,129.86
-4.82,-2.08,128.65
-4.19,-2.50,127.33
-3.54,-2.77,126.09
-2.93,-3.05,124.89
-2.28,-3.71,123.83
-1.62,-3.96,122.81
-1.08,-3.97,121.97
-0.60,-4.15,120.89
-0.06,-4.42,119.79
0.59,-4.81,118.59
1.21,-5.13,117.57
1.68,-5.48,116.71
2.11,-5.71,115.97
2.49,-6.03,115.09
2.79,-6.15,114.46
2.79,-6.16,113.87
2.86,-6.12,113.57
3.07,-6.26,113.03
3.32,-6.32,112.61
3.45,-6.28,112.05
3.38,-6.12,111.74
3.39,-6.18,111.38
3.57,-6.27,110.99
3.83,-6.35,110.53
4.18,-6.50,110.13
4.49,-6.69,109.55
4.69,-6.74,109.24
4.82,-6.74,108.97
4.92,-6.79,108.72
5.07,-6.89,108.34
5.25,-6.72,107.76
5.52,-6.76,107.19
5.75,-6.69,106.68
6.06,-6.81,106.36
6.57,-7.02,105.87
7.11,-7.23,105.13
7.74,-7.41,103.96
8.26,-7.46,102.97
8.82,-7.40,102.27
9.48,-7.54,100.97
10.16,-7.43,99.48
10.62,-7.54,98.36
10.95,-7.40,96.71
11.12,-7.32,95.08
11.30,-7.04,93.36
11.45,-6.97,92.47
11.67,-6.65,91.20
12.04,-6.68,89.64
12.46,-6.84,88.15
12.72,-6.95,87.39
12.90,-6.89,86.13
13.01,-6.79,84.99
13.20,-6.53,83.77
13.53,-6.51,82.59
13.66,-6.33,81.43
13.56,-5.89,80.63
13.62,-5.66,79.71
14.03,-5.59,78.79
14.51,-5.65,77.93
14.88,-5.34,77.17
14.93,-4.98,76.42
14.84,-4.30,75.86
15.02,-3.53,74.74
15.18,-3.00,73.83
15.36,-3.37,73.11
15.58,-3.45,72.22
15.69,-3.58,71.80
15.65,-3.55,71.55
15.63,-3.54,71.30
15.65,-3.67,70.73
15.68,-3.79,70.48
15.71,-4.08,70.07
15.76,-4.12,69.82
15.74,-4.27,69.20
15.66,-4.17,68.70
15.55,-4.18,68.28
15.40,-4.16,67.75
15.11,-3.85,67.07
14.99,-3.72,66.56
14.78,-3.41,66.01
14.69,-3.50,65.86
14.62,-3.71,65.48
14.59,-3.35,65.50
14.58,-3.36,65.43
14.55,-3.12,65.41
14.52,-3.11,65.00
14.61,-3.01,64.57
14.86,-3.29,64.19
15.04,-3.59,63.68
15.24,-3.87,63.01
15.75,-4.13,62.22
15.99,-4.37,61.63
16.20,-4.58,61.38
16.49,-4.97,60.81
16.98,-5.50,59.76
17.70,-6.15,58.41
18.47,-6.94,56.59
19.19,-7.43,55.10
19.89,-7.84,53.81
20.46,-8.11,52.96
21.06,-8.50,51.65
21.79,-8.49,50.47
22.38,-8.56,48.79
22.59,-8.43,47.94
22.70,-8.22,47.73
22.85,-8.14,47.13
