55.72,-1.13,-1.03
55.74,-1.13,-0.98
55.74,-1.12,-0.94
55.79,-1.11,-0.91
55.86,-1.06,-0.93
55.85,-1.07,-0.98
55.84,-1.05,-0.98
55.84,-1.09,-1.01
55.82,-1.07,-1.04
55.80,-1.09,-1.07
55.75,-1.09,-1.02
55.73,-1.14,-1.02
55.71,-1.18,-0.99
55.71,-1.15,-1.00
55.68,-1.17,-0.98
55.63,-1.15,-0.91
55.61,-1.14,-0.91
55.62,-1.19,-0.92
55.62,-1.24,-0.99
55.63,-1.21,-0.97
55.60,-1.15,-0.90
55.61,-1.14,-0.79
55.60,-1.18,-0.66
55.58,-1.15,-0.56
55.59,-1.09,-0.40
55.58,-1.12,-0.13
55.62,-1.14,0.32
55.63,-1.19,0.80
55.65,-1.18,1.39
55.59,-1.18,1.84
55.65,-1.21,2.37
55.73,-1.26,2.77
55.74,-1.27,3.20
55.73,-1.24,3.67
55.74,-1.26,4.61
55.73,-1.25,5.19
55.72,-1.24,5.93
55.72,-1.24,6.88
55.62,-1.21,7.76
55.55,-1.16,8.55
55.46,-1.11,9.45
55.41,-1.10,10.35
55.44,-1.12,11.64
55.41,-1.23,13.05
55.31,-1.23,14.39
55.19,-1.19,15.72
55.16,-1.14,16.78
55.17,-1.17,18.01
55.20,-1.32,19.61
55.16,-1.42,21.70
55.14,-1.39,23.22
55.15,-1.29,24.60
55.10,-1.34,26.21
55.00,-1.29,27.84
54.91,-1.39,29.87
54.71,-1.37,31.93
54.51,-1.29,33.96
54.28,-1.25,36.06
54.07,-1.32,38.16
53.80,-1.48,40.72
53.40,-1.65,43.01
53.10,-1.91,45.36
52.76,-2.07,47.20
52.48,-2.20,49.27
52.14,-2.41,51.42
51.68,-2.65,53.80
51.39,-2.98,55.58
51.06,-3.22,57.29
50.54,-3.12,58.98
49.89,-2.76,60.89
49.33,-1.93,63.40
49.03,-1.20,66.73
49.12,-0.72,70.00
49.04,-0.31,72.51
48.91,-0.20,74.50
48.90,-0.43,75.77
48.90,-0.62,76.69
48.66,-0.52,78.03
48.44,-0.17,80.04
48.64,0.30,82.26
48.86,0.17,84.63
48.95,0.01,86.51
48.68,-0.43,89.12
48.37,-0.86,92.62
47.81,-1.27,96.50
47.95,-1.45,104.19
46.04,-1.50,112.36
45.26,-1.52,115.90
45.29,-1.85,118.95
45.33,-2.16,121.09
45.61,-2.51,124.01
45.74,-2.96,126.77
45.46,-2.67,129.41
44.56,-2.05,133.17
43.93,-1.79,138.84
42.97,-0.87,140.68
42.67,-0.82,144.18
42.13,-0.61,149.48
41.78,0.21,154.28
41.55,1.06,156.78
41.62,1.72,159.97
41.95,2.64,165.40
42.07,3.47,170.69
42.52,4.08,175.28
42.78,4.11,178.29
43.14,3.45,-176.36
42.97,2.81,-172.97
43.07,2.67,-168.33
43.09,2.29,-163.98
43.09,1.66,-159.54
42.39,1.33,-155.09
41.73,1.60,-148.21
41.77,2.49,-145.42
42.28,3.29,-143.09
42.67,3.72,-140.52
43.01,4.20,-137.44
43.17,4.95,-132.98
43.22,5.44,-129.18
42.84,6.36,-123.60
42.87,5.69,-120.83
43.41,5.70,-117.76
43.56,5.24,-114.07
43.86,4.52,-109.86
44.17,3.59,-105.01
44.69,3.08,-100.31
44.98,2.74,-96.99
44.84,2.44,-93.58
44.97,1.89,-90.31
45.08,1.71,-86.82
45.00,1.91,-82.41
44.72,2.78,-76.13
44.44,3.16,-71.64
43.94,3.51,-67.49
43.90,3.58,-64.35
43.98,3.67,-61.07
44.27,3.94,-59.15
44.73,4.23,-56.14
45.09,4.72,-52.46
44.74,4.88,-49.65
43.55,4.93,-47.92
42.46,4.76,-45.33
41.22,4.82,-42.63
40.74,4.26,-39.96
40.37,3.68,-38.23
40.02,3.80,-36.86
40.40,3.55,-35.05
41.36,3.49,-33.54
41.97,3.42,-32.14
42.65,3.60,-29.71
43.41,3.76,-26.92
43.88,3.77,-23.72
44.00,3.40,-21.60
43.58,3.34,-19.99
43.05,3.44,-18.38
42.57,3.20,-17.45
42.03,2.96,-16.37
41.09,3.22,-15.95
40.37,3.29,-14.42
39.15,3.68,-12.70
37.73,4.92,-11.37
36.31,7.46,-11.34
36.27,8.57,-11.44
36.16,8.58,-10.43
35.64,8.79,-9.77
35.71,9.12,-10.42
35.90,9.15,-10.67
36.24,8.34,-10.44
36.09,7.64,-9.02
36.10,7.39,-8.13
36.53,7.26,-7.83
37.00,6.70,-7.14
37.32,6.18,-5.97
37.74,5.69,-4.02
38.19,4.96,-2.29
38.64,4.24,-1.13
39.15,3.76,-0.20
39.52,3.55,1.00
39.87,3.51,2.03
