0.00,0.00,3.43,0.89,-0.17
0.00,0.00,3.45,0.91,-0.18
0.00,0.00,3.47,0.89,-0.18
0.00,0.00,3.47,0.92,-0.19
0.00,0.00,3.48,0.92,-0.19
0.00,0.00,3.49,0.90,-0.17
0.00,0.00,3.49,0.88,-0.22
0.00,0.00,3.50,0.86,-0.22
0.00,0.00,3.52,0.87,-0.22
0.00,0.00,3.54,0.90,-0.23
0.00,0.00,3.54,0.93,-0.23
0.00,0.00,3.55,0.93,-0.23
1.98,-2.46,3.53,-0.26,1.43
-1.37,-2.08,3.92,0.48,1.87
1.49,0.00,4.23,1.40,1.81
0.42,0.00,4.39,0.73,1.48
-0.18,0.00,4.50,-1.55,1.33
0.13,0.00,4.65,-0.78,1.23
-0.06,0.00,4.97,-1.23,1.08
0.06,0.00,5.24,-0.95,0.45
-0.17,0.00,5.62,-1.23,1.84
-0.37,0.00,6.13,-0.82,0.93
-0.46,0.00,6.69,1.34,0.85
-0.23,0.00,7.43,3.55,1.63
0.07,0.00,8.19,4.04,2.09
0.25,0.00,9.08,3.55,1.90
0.35,0.00,9.94,2.23,1.88
0.26,0.00,11.10,0.57,1.75
0.26,0.00,12.14,-0.81,2.22
0.58,0.00,13.04,-2.33,2.74
0.30,0.00,13.94,-3.13,2.84
0.23,0.00,14.79,-4.84,3.01
-0.12,0.00,15.22,-6.71,4.10
0.60,0.00,16.25,-4.55,4.94
0.75,0.00,17.00,-4.34,5.12
0.81,0.00,17.82,-4.79,4.95
0.68,0.00,18.62,-4.68,5.07
0.58,0.00,19.28,-4.49,5.14
0.66,0.00,20.15,-5.90,5.66
0.67,0.00,20.78,-9.60,6.80
0.64,0.00,21.49,-10.27,7.09
0.25,0.00,21.83,-14.12,7.85
-0.15,0.00,22.66,-15.97,5.90
1.72,0.00,23.18,-15.15,5.09
-0.43,0.00,23.49,-15.29,4.23
-0.39,0.00,23.99,-14.85,4.51
0.73,0.00,25.78,-14.58,3.41
-1.07,0.00,27.44,-17.58,2.26
-1.30,0.00,28.80,-14.49,1.57
-1.46,0.00,29.96,-13.10,1.72
-1.19,0.00,31.28,-12.88,1.61
-1.32,0.00,32.23,-12.93,1.60
-1.08,0.00,33.09,-13.00,1.70
-0.78,0.00,32.93,-9.14,1.55
-0.91,0.00,31.52,-4.89,2.84
-0.46,0.00,30.82,-3.44,2.49
-0.18,0.00,30.07,-3.39,1.24
0.11,0.00,28.93,-3.24,2.79
0.06,0.00,28.01,-3.21,2.67
0.07,0.00,27.42,-3.37,3.32
0.07,0.00,27.16,-3.59,1.67
0.34,0.00,26.77,-4.08,2.69
-0.09,0.00,26.26,-6.22,2.33
0.00,0.00,25.94,-5.85,1.33
0.00,0.00,25.35,-5.67,2.86
0.00,0.00,25.09,-6.06,1.60
0.12,0.00,24.81,-5.87,0.74
0.41,0.00,24.48,-6.18,0.62
0.09,0.00,24.31,-8.05,-0.28
0.24,0.00,24.32,-9.08,2.49
0.41,0.00,25.30,-9.74,1.25
0.43,0.00,25.85,-10.47,1.68
0.19,0.00,26.20,-11.27,1.78
0.09,0.00,26.51,-12.91,2.67
-0.07,0.00,26.93,-13.80,2.70
-0.19,0.00,27.47,-13.68,1.94
-0.46,0.00,28.05,-13.77,1.29
-0.21,0.00,29.33,-11.72,-2.46
-0.08,0.00,30.29,-10.61,-3.04
0.41,0.00,31.68,-10.22,-5.84
0.32,0.00,32.74,-10.66,-6.57
0.20,0.00,33.67,-12.86,-8.43
0.00,0.00,33.27,-13.16,-7.32
0.20,0.00,32.32,-12.95,-7.33
0.00,0.00,31.39,-12.85,-7.76
0.00,0.00,29.68,-12.96,-5.66
0.00,0.00,28.54,-13.36,-6.16
0.00,0.00,27.38,-13.65,-6.91
-0.12,0.00,26.73,-13.69,-9.67
0.05,0.00,25.41,-14.07,-10.15
0.16,0.00,23.86,-14.41,-9.11
-0.41,0.00,23.09,-14.62,-8.82
-1.75,0.00,21.80,-12.84,-9.58
-1.18,0.00,20.35,-12.94,-9.94
-1.08,0.00,18.95,-11.86,-9.50
-1.06,0.00,17.66,-10.49,-9.62
-0.83,0.00,16.60,-10.57,-9.75
-0.53,0.00,16.04,-7.41,-10.26
-0.14,0.00,15.01,-5.73,-9.10
-0.36,0.00,15.09,-5.67,-9.52
-0.14,0.00,16.73,-5.33,-9.19
-0.07,0.00,18.40,-4.97,-8.08
0.95,0.00,19.81,-4.66,-7.80
0.57,0.00,21.68,-4.55,-8.42
0.27,0.00,23.23,-6.38,-7.98
0.14,0.00,24.39,-7.92,-7.55
0.06,0.00,25.74,-8.37,-6.79
-0.05,0.00,26.55,-9.35,-6.64
0.55,0.00,26.46,-8.41,-5.97
0.13,0.00,26.61,-8.14,-5.95
0.59,0.00,27.17,-8.76,-6.10
0.19,0.00,27.58,-9.82,-5.73
-0.06,0.00,28.68,-9.90,-4.65
0.16,0.00,28.94,-9.90,-5.03
-0.39,0.00,29.62,-9.78,-5.63
-0.29,0.00,29.81,-9.02,-5.11
-0.20,0.00,29.67,-8.18,-5.40
0.00,0.00,29.45,-7.16,-4.99
0.00,0.00,29.69,-6.63,-4.41
-0.17,0.00,29.68,-6.67,-4.14
-0.45,0.00,29.68,-4.40,-3.54
-0.56,0.00,29.61,-2.64,-3.24
-0.17,0.00,29.16,-2.72,-3.44
1.01,0.00,28.65,-2.81,-2.46
0.78,0.00,27.49,-5.23,-1.95
-1.33,0.00,25.99,-5.27,-1.00
-1.18,0.00,24.83,-5.23,-1.04
-0.13,0.00,23.92,-5.84,-0.70
0.10,0.00,23.30,-4.91,-0.90
0.08,0.00,22.14,-4.39,-0.19
0.13,0.00,21.51,-3.78,-1.12
0.07,0.00,20.79,-4.18,-0.51
0.00,0.00,19.79,-4.57,-0.64
-0.15,0.00,18.86,-4.57,-0.84
-0.11,0.00,18.19,-4.73,-1.12
-0.29,0.00,19.25,-4.31,-3.96
0.00,0.00,19.68,-3.27,-4.20
0.20,0.00,20.22,-3.44,-5.23
0.00,0.00,20.49,-4.21,-4.86
0.09,0.00,21.63,-3.99,-5.20
0.22,0.00,23.38,-3.97,-3.81
0.69,0.00,24.66,-4.85,-3.13
0.77,0.00,25.50,-4.90,-3.08
0.25,0.00,26.11,-8.02,-2.03
0.10,0.00,26.50,-7.85,-1.86
-0.71,0.00,26.95,-7.94,-2.63
-2.13,0.00,26.98,-7.59,-2.22
-2.15,0.00,25.38,-8.81,-3.82
-2.23,0.00,24.15,-13.55,-3.69
-1.83,1.03,23.95,-23.00,-1.04
-1.34,1.14,24.03,-35.80,-1.28
-1.71,0.00,23.49,-48.54,-2.09
1.10,0.00,23.29,-50.17,-0.05
1.18,-2.57,22.70,-53.54,-1.50
-0.20,-1.35,22.26,-51.21,-4.95
1.18,-2.56,25.38,-53.62,-11.65
0.36,-1.86,24.26,-48.91,-12.77
0.52,-1.87,23.32,-42.30,-13.31
-0.32,-1.62,22.40,-35.02,-12.20
-0.50,-1.29,21.41,-29.29,-10.76
-0.36,-1.04,20.14,-21.49,-8.59
-0.30,-1.53,18.45,-14.23,-3.15
0.76,-2.97,16.81,-8.53,-0.83
0.27,-1.84,15.24,-3.25,0.99
-0.34,-1.17,13.68,-0.71,3.45
-0.92,-1.23,12.31,2.06,6.86
-0.74,-1.01,11.49,9.07,4.86
-0.32,0.00,10.78,13.71,2.33
-0.41,-2.30,10.55,12.30,0.92
-0.29,-2.57,9.58,11.18,-2.83
-0.22,-1.55,8.44,9.79,-5.38
-0.34,-1.32,7.09,9.51,-5.65
-0.14,-1.05,5.41,9.00,-5.05
0.00,0.00,3.84,7.29,-4.46
0.00,0.00,2.38,5.61,-3.85
-0.14,-1.15,0.68,3.61,-4.04
-0.20,-1.95,-0.99,2.07,-4.84
-0.42,-1.33,-2.74,1.31,-8.58
-0.54,-1.15,-4.05,-1.17,-9.49
-0.83,-1.31,-5.23,-4.42,-10.63
-0.22,-2.94,-5.74,-2.38,-8.52
0.26,0.00,-37.18,25.57,1.99
0.00,-1.21,-37.30,23.53,1.46
-0.19,0.00,-36.54,26.55,1.02
0.59,0.00,-37.21,26.91,-0.46
0.21,0.00,-37.61,25.33,-1.20
0.00,0.00,-37.60,23.96,-1.20
-0.78,0.00,-37.86,25.38,-2.36
-0.59,0.00,-37.63,25.24,-3.21
0.10,0.00,-37.47,25.35,-4.42
0.61,0.00,-35.84,24.99,-1.81
0.73,0.00,-35.87,23.32,-1.71
0.59,0.00,-35.34,19.55,-0.62
0.28,0.00,-35.32,18.08,-0.96
0.15,0.00,-35.97,16.72,-3.16
0.13,0.00,-35.59,16.03,-2.54
0.00,0.00,-35.30,15.42,-1.83
0.07,0.00,-34.84,15.91,-0.70
0.72,0.00,-35.03,15.46,-1.35
0.85,0.00,-34.88,15.32,-1.57
0.94,0.00,-34.78,11.35,-1.99
0.63,0.00,-34.51,10.06,-2.40
0.87,0.00,-34.15,6.90,-2.87
0.95,0.00,-33.70,4.35,-2.12
0.23,0.00,-33.54,4.41,-2.07
0.42,0.00,-33.29,3.81,-3.35
0.22,0.00,-32.85,2.81,-2.45
0.00,0.00,-32.71,2.68,-1.12
-0.29,0.00,-32.74,2.98,-4.81
-0.33,0.00,-32.43,3.42,-4.39
-0.27,0.00,-32.72,4.65,-5.22
0.00,0.00,-33.02,6.01,-6.13
-0.13,0.00,-33.19,5.76,-6.31
-0.22,0.00,-33.44,5.85,-6.35
0.00,0.00,-33.67,7.09,-6.75
0.21,0.00,-33.92,7.09,-6.66
0.22,0.00,-34.30,7.23,-5.44
0.27,0.00,-34.77,6.84,-5.39
-0.34,0.00,-34.75,5.69,-5.38
0.00,0.00,-34.77,7.44,-4.20
-0.30,0.00,-35.07,7.97,-6.85
0.14,0.00,-34.66,7.60,-5.53
-0.42,0.00,-34.17,6.50,-4.16
-0.53,0.00,-34.04,5.82,-4.22
-0.73,-1.64,-34.19,6.06,-5.48
-0.33,-1.62,-34.33,10.74,-4.04
0.97,0.00,-33.36,14.31,-1.50
0.70,0.00,-32.29,10.61,0.35
0.57,0.00,-31.42,6.94,-0.17
0.87,0.00,-30.73,7.08,0.31
-0.25,0.00,-30.26,6.03,-0.09
0.08,0.00,-29.57,7.41,1.03
-0.43,0.00,-29.35,7.42,0.30
-0.19,0.00,-28.77,7.31,0.35
-0.10,0.00,-28.64,6.49,0.44
-0.36,0.00,-28.82,5.19,0.71
-0.50,0.00,-30.03,3.77,0.68
-0.37,-1.07,-31.78,2.82,-1.90
-0.45,-1.78,-34.25,3.86,-6.40
-0.24,-1.10,-36.33,8.57,-10.20
-0.41,0.00,-38.82,13.00,-11.96
0.62,0.00,-40.84,15.01,-12.77
0.29,0.00,-41.17,14.36,-12.73
0.05,0.00,-40.63,14.75,-13.83
0.73,0.00,-40.24,14.68,-14.36
0.46,0.00,-39.89,14.89,-14.92
0.54,-1.80,-38.31,10.13,-13.11
0.72,0.00,-38.11,11.57,-13.14
0.75,0.00,-37.67,11.59,-12.48
0.54,0.00,-36.56,9.14,-10.65
0.16,0.00,-36.22,8.95,-10.42
0.19,0.00,-35.50,8.51,-6.44
0.71,0.00,-35.37,8.27,-5.91
0.25,0.00,-34.68,8.20,-4.95
-0.15,0.00,-34.50,6.82,-4.62
-0.58,0.00,-33.85,7.42,-2.20
0.00,0.00,-34.46,7.82,-2.57
0.00,0.00,-35.14,7.78,-5.12
-0.14,0.00,-36.39,7.14,-5.11
0.07,0.00,-38.52,6.36,-4.85
0.00,0.00,-41.21,5.66,-4.64
-0.37,0.00,-44.63,3.10,-8.10
0.00,0.00,-47.82,1.56,-7.84
-0.55,0.00,-51.88,2.41,-10.27
-0.25,0.00,-55.10,1.86,-10.41
-0.27,0.00,-58.14,1.10,-10.77
-1.72,0.00,-61.35,-0.02,-11.45
-1.34,0.00,-64.27,-0.85,-11.78
-0.79,0.00,-67.01,-2.90,-12.61
-0.74,-2.80,-69.89,-0.53,-13.05
-1.13,-1.11,-72.35,1.88,-13.82
-0.73,0.00,-73.03,4.05,-12.92
1.28,0.00,-74.03,3.77,-14.83
0.25,0.00,-73.53,2.66,-14.83
0.28,0.00,-73.67,1.47,-11.86
0.51,0.00,-73.60,1.31,-11.47
0.69,0.00,-73.60,-1.61,-9.19
0.55,0.00,-73.85,-3.82,-7.72
0.41,0.00,-74.22,-5.47,-7.54
0.09,0.00,-74.92,-7.13,-7.46
0.18,0.00,-75.67,-7.15,-7.04
0.00,0.00,-76.42,-7.18,-7.06
1.72,0.00,-76.67,-6.79,-7.01
0.11,0.00,-77.03,-7.76,-8.59
-0.56,0.00,-76.14,-9.06,-9.66
-0.34,0.00,-75.45,-10.93,-10.36
-0.06,0.00,-74.86,-13.19,-11.04
-0.20,0.00,-74.22,-16.56,-11.29
-1.72,0.00,-73.73,-23.16,-11.90
