0.00,0.00,-96.75,1.26,-1.88
0.00,0.00,-96.74,1.25,-1.91
0.00,0.00,-96.74,1.22,-1.93
0.00,0.00,-96.76,1.22,-1.91
0.00,0.00,-96.75,1.24,-1.90
0.00,0.00,-96.75,1.23,-1.88
0.00,0.00,-96.76,1.25,-1.88
0.00,0.00,-96.76,1.26,-1.88
0.00,0.00,-96.76,1.28,-1.85
0.00,0.00,-96.78,1.27,-1.83
0.00,0.00,-96.77,1.26,-1.84
0.00,0.00,-96.76,1.22,-1.87
0.00,0.00,-96.78,1.24,-1.89
0.00,0.00,-96.78,1.23,-1.92
0.00,0.00,-96.76,1.23,-1.91
0.00,0.00,-96.77,1.20,-1.91
0.00,0.00,-96.77,1.20,-1.88
0.00,0.00,-96.76,1.22,-1.85
0.00,0.00,-96.74,1.24,-1.86
0.00,0.00,-96.73,1.28,-1.86
0.00,0.00,-96.72,1.27,-1.87
0.00,0.00,-96.73,1.23,-1.82
0.00,0.00,-96.74,1.25,-1.82
0.00,0.00,-96.74,1.24,-1.83
0.00,0.00,-96.74,1.23,-1.86
0.00,0.00,-96.76,1.23,-1.88
0.00,0.00,-96.80,1.24,-1.86
0.00,0.00,-96.83,1.21,-1.86
0.00,0.00,-96.83,1.23,-1.86
2.00,0.00,-96.72,0.80,-3.00
-0.31,0.00,-96.37,0.34,-3.78
0.64,0.00,-96.04,0.72,-4.32
1.25,0.00,-95.72,0.48,-5.01
1.03,0.00,-95.24,0.39,-6.32
0.48,0.00,-94.63,0.27,-7.78
0.33,0.00,-93.84,-2.02,-7.67
0.50,0.00,-93.17,-3.85,-6.78
0.21,0.00,-92.45,-6.02,-6.73
0.14,0.00,-91.97,-6.69,-5.70
-0.14,0.00,-91.63,-7.40,-4.43
-0.37,0.00,-90.96,-7.21,-4.63
-0.63,0.00,-90.42,-7.21,-4.46
-0.14,0.00,-89.69,-3.90,-3.82
-0.44,0.00,-88.93,-3.47,-2.74
-0.25,0.00,-88.49,-0.11,0.94
-0.18,0.00,-88.01,0.88,1.96
0.33,0.00,-87.42,1.46,1.45
